036|AUD|1,616000|1,613600|1,611200
124|CAD|1,474800|1,472600|1,470400
203|CZK|23,882000|23,846000|23,810000
208|DKK|7,457700|7,446500|7,435300
348|HUF|392,170000|391,580000|390,990000
392|JPY|142,840000|142,630000|142,420000
578|NOK|11,329500|11,312500|11,295500
752|SEK|11,115600|11,099000|11,082400
756|CHF|0,998500|0,997000|0,995500
826|GBP|0,881650|0,880330|0,879010
840|USD|1,079200|1,077600|1,076000
977|BAM|1,958760|1,955830|1,952900
985|PLN|4,706800|4,699800|4,692800
